,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer,Days_To_Delivery,Price_Unit_Lower_Bound_2SD,Price_Unit_Upper_Bound_2SD,Unit_Price_Annomaly
9396,MREQ-30023,30023,2020-03-11,Section 3,Material Requisition,Hazardous Waste,Not on List,1,Each,200.0,200.0,Tanks and Interceptors ,2020-03-27,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",PLM3 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,16.0,0.0,6664.8475341796875,0
9397,MREQ-30023,30023,2020-03-11,Section 3,Material Requisition,Not on List,Not on List,1,Each,41.95,41.95,Tanks and Interceptors ,2020-03-27,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",PLM3 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,16.0,0.0,6664.8475341796875,0
9398,MREQ-30023,30023,2020-03-11,Section 3,Material Requisition,Not on List,Not on List,1,Each,750.0,750.0,Tanks and Interceptors ,2020-03-27,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",PLM3 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,16.0,0.0,6664.8475341796875,0
9399,MREQ-30044,30044,2020-03-12,Section 4,Material Requisition,Aggregate,A20 Pipe Bed,400,Tonnes,24.5,9800.0,Aggregate,2020-03-16,RVP 412 - 1339628 - Borrow Pit 6 J30 Eastbound,SC4C - Roadworks - Dry Drayton to Girton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,15.908362627029419,29.046181440353394,0
9400,MREQ-30044,30044,2020-03-12,Section 4,Material Requisition,Aggregate,A20 Pipe Bed,450,Tonnes,24.5,11025.0,Aggregate,2020-03-18,RVP 412 - 1339628 - Borrow Pit 6 J30 Eastbound,SC4C - Roadworks - Dry Drayton to Girton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,6.0,15.908362627029419,29.046181440353394,0
9401,MREQ-30058,30058,2020-03-12,Section 6,Material Requisition,Aggregate,A20 Pipe Bed,100,Tonnes,24.5,2450.0,Aggregate,2020-03-13,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,3030 - Special Ecological Measures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,1.0,15.908362627029419,29.046181440353394,0
9403,MREQ-30125,30125,2020-03-13,Section 3,Material Requisition,Kerbs,Concrete Flat Top Edging 50x150x915  (805282),200,Each,2.84,568.0,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-03-18,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,14.262701988220215,0
9404,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,2,Each,145.0,290.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9405,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,145.0,145.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9406,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,145.0,145.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9407,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,145.0,145.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9408,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,2,Each,235.0,470.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9409,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,235.0,235.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9410,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,235.0,235.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9411,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,235.0,235.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9412,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,235.0,235.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9413,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,415.0,415.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9414,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,1340.0,1340.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9415,MREQ-30170,30170,2020-03-16,Section 5,Material Requisition,Not on List,Not on List,1,Each,1340.0,1340.0,Miscellaneous,2020-03-25,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,19779.141357421875,0
9420,MREQ-30179,30179,2020-03-16,Section 5,Material Requisition,Kerbs,Concrete Kerbs 125x255 - 150x125 Sply - BN Drop L/H (898584),1,Each,12.27,12.27,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-03-24,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,8.637879729270935,14.44575560092926,0
9421,MREQ-30179,30179,2020-03-16,Section 5,Material Requisition,Kerbs,Concrete Kerbs 125x255 - 150x125 Sply - BN Drop R/H (899183),1,Each,12.27,12.27,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-03-24,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,6.656086325645447,14.368201851844788,0
9422,MREQ-30179,30179,2020-03-16,Section 5,Material Requisition,Kerbs,Not on List,6,Each,24.48,146.88,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-03-24,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,0.0,125807.83251953125,0
9423,MREQ-30180,30180,2020-03-16,Section 6,Material Requisition,Misc,Not on List,1,Each,245.0,245.0,Miscellaneous,2020-03-18,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC6R - Roadworks Section 6,1507 - Testing & Commissioning,Operations Rejected,No - Reject,,Req - S6 Buyers,2.0,0.0,19779.141357421875,0
9424,MREQ-30181,30181,2020-03-16,Section 6,Material Requisition,Misc,Not on List,1,Each,105.0,105.0,Miscellaneous,2020-03-20,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC6R - Roadworks Section 6,1507 - Testing & Commissioning,Operations Rejected,No - Reject,,Req - S6 Buyers,4.0,0.0,19779.141357421875,0
9425,MREQ-30203,30203,2020-03-17,Section 4,Material Requisition,Not on List,Not on List,2,Each,147.21,294.42,Plastic Drainage,2020-03-25,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,1102 - Combined Drainage and Kerb Units,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,389.84692001342773,0
9426,MREQ-30203,30203,2020-03-17,Section 4,Material Requisition,Not on List,Not on List,1,Each,32.71,32.71,Plastic Drainage,2020-03-25,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,1102 - Combined Drainage and Kerb Units,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,389.84692001342773,0
9427,MREQ-30203,30203,2020-03-17,Section 4,Material Requisition,Not on List,Not on List,40,Each,20.64,825.6,Plastic Drainage,2020-03-19,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,389.84692001342773,0
9428,MREQ-30208,30208,2020-03-17,Section 4,Material Requisition,Not on List,Not on List,2,Each,100.0,200.0,Electrical,2020-03-20,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,3.0,0.0,4565.5556640625,0
9429,MREQ-30211,30211,2020-03-17,Section 6,Material Requisition,Not on List,Not on List,100,Each,8.0,800.0,Miscellaneous,2020-03-27,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,10.0,0.0,19779.141357421875,0
9430,MREQ-30225,30225,2020-03-17,Section 6,Material Requisition,Concrete Drainage,CPM 900mm Concrete Pipe 2.5m (249369),6,Each,264.13,1584.78,Concrete Drainage,2020-03-18,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,3030 - Special Ecological Measures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,1.0,224.63704872131348,259.6862850189209,1
9431,MREQ-30247,30247,2020-03-18,Section 5,Material Requisition,Not on List,Not on List,14,Each,48.19,674.66,Professional Services,2020-03-27,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,18912.62744140625,0
9432,MREQ-30247,30247,2020-03-18,Section 5,Material Requisition,Not on List,Not on List,37,Each,48.19,1783.03,Professional Services,2020-03-27,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,18912.62744140625,0
9433,MREQ-30248,30248,2020-03-18,Section 5,Material Requisition,Not on List,Not on List,5,Each,32.4,162.0,Professional Services,2020-03-27,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,18912.62744140625,0
9434,MREQ-30248,30248,2020-03-18,Section 5,Material Requisition,Not on List,Not on List,3,Each,40.5,121.5,Professional Services,2020-03-27,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,9.0,0.0,18912.62744140625,0
9435,MREQ-30249,30249,2020-03-18,Section 5,Material Requisition,Twinwall,Polypipe 300mm Ridgidrain 6m P/E Unperf (179562),32,Each,78.67,2517.44,Ductile Drainage,2020-03-26,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,13.532830238342285,87.19383144378662,0
9445,MREQ-30249,30249,2020-03-18,Section 5,Material Requisition,Twinwall,Not on List,1,Each,224.31,224.31,Ductile Drainage,2020-03-26,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,0.0,2368.36669921875,0
9446,MREQ-30249,30249,2020-03-18,Section 5,Material Requisition,Twinwall,Not on List,5,Each,52.45,262.25,Ductile Drainage,2020-03-26,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,0.0,2368.36669921875,0
9447,MREQ-30249,30249,2020-03-18,Section 5,Material Requisition,Twinwall,Not on List,3,Each,80.79,242.37,Ductile Drainage,2020-03-26,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,0.0,2368.36669921875,0
9448,MREQ-30249,30249,2020-03-18,Section 5,Material Requisition,Not on List,Not on List,7,Each,156.72,1097.04,Ductile Drainage,2020-03-26,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,8.0,0.0,2368.36669921875,0
9451,MREQ-30260,30260,2020-03-18,Section 5,Material Requisition,Bagged,Building Sand Bulk Bag (938155),8,Each,32.74,261.92,Builders Merchants (General),2020-03-19,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,1.0,32.0869679749012,33.86902567744255,0
9452,MREQ-30260,30260,2020-03-18,Section 5,Material Requisition,Bagged,OP Cement Multicem Plastic Bag 25kg (210768),1,Each,3.56,3.56,Builders Merchants (General),2020-03-19,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,1.0,1.4027065634727478,6.333294451236725,0
9458,MREQ-30271,30271,2020-03-18,Section 4,Material Requisition,Not on List,Not on List,350,Each,0.68,238.0,Office Supplies,2020-03-23,"RVP 428 - 1352015&nbsp; On Slip, A14 Eastbound between Jcn 30 – 31",PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,5.0,0.0,35512.7958984375,0
9459,MREQ-30299,30299,2020-03-19,Section 4,Material Requisition,Not on List,Not on List,26,Each,137.11,3564.86,Plastic Drainage,2020-03-23,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,389.84692001342773,0
9460,MREQ-30299,30299,2020-03-19,Section 4,Material Requisition,Not on List,Not on List,42,Each,132.56,5567.52,Plastic Drainage,2020-03-23,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,389.84692001342773,0
9461,MREQ-30299,30299,2020-03-19,Section 4,Material Requisition,Not on List,Not on List,10,Each,198.95,1989.5,Plastic Drainage,2020-03-23,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,389.84692001342773,0
9464,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Concrete Drainage,CPM Chamber Ring 1200 x 500 D/S  (913180),10,Each,58.03,580.3,Concrete Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,42.860403537750244,70.475594997406,0
9465,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Concrete Drainage,CPM Chamber Ring 1200 x 250 D/S  (913115),1,Each,40.8,40.8,Concrete Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,29.334506273269653,52.54948878288269,0
9466,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Concrete Drainage,Not on List,10,Each,64.76,647.6,Concrete Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,1479.5375366210938,0
9467,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Concrete Drainage,Not on List,26,Each,18.08,470.08,Concrete Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,1479.5375366210938,0
9468,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Combined Drainage,Not on List,10,Each,118.92,1189.2,Concrete Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,1479.5375366210938,0
9469,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Plastic Drainage,Not on List,39,Each,33.98,1325.22,Plastic Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,389.84692001342773,0
9470,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Plastic Drainage,Not on List,12,Each,53.24,638.88,Plastic Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,389.84692001342773,0
9471,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Plastic Drainage,Not on List,10,Each,15.91,159.1,Plastic Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,389.84692001342773,0
9472,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Plastic Drainage,Not on List,7,Each,45.12,315.84,Plastic Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,389.84692001342773,0
9473,MREQ-30341,30341,2020-03-20,Section 6,Material Requisition,Plastic Drainage,Not on List,4,Each,50.48,201.92,Plastic Drainage,2020-03-27,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,7.0,0.0,389.84692001342773,0
