,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer
9685,MREQ-31036,31036,2020-04-16 12:08:29,Section 3,Material Requisition,Not on List,Not on List,3,No,51.5,154.5,Miscellaneous,2020-04-24 00:00:00,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",PLM3 - Site Preliminaries,153f - Tempoary Works - Miscellaneous temporary works,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9686,MREQ-31036,31036,2020-04-16 12:08:29,Section 3,Material Requisition,Not on List,Not on List,3,No,45,135,Miscellaneous,2020-04-24 00:00:00,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",PLM3 - Site Preliminaries,153f - Tempoary Works - Miscellaneous temporary works,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9687,MREQ-31036,31036,2020-04-16 12:08:29,Section 3,Material Requisition,Not on List,Not on List,3,No,45,135,Miscellaneous,2020-04-24 00:00:00,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",PLM3 - Site Preliminaries,153f - Tempoary Works - Miscellaneous temporary works,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9688,MREQ-31045,31045,2020-04-16 14:19:56,Section 4,Material Requisition,Not on List,Not on List,10,,,0,Ductile Drainage,2020-04-20 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9689,MREQ-31059,31059,2020-04-17 07:47:44,Section 4,Material Requisition,Not on List,Not on List,37,,,0,Builders Merchants (General),2020-04-27 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,GN4A - Gantry structures,1802 - Miscellaneous Metalwork,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9690,MREQ-31064,31064,2020-04-17 09:27:35,Section 4,Material Requisition,Hazardous Waste,Not on List,1,contract ,19606.06,19606.06,Professional Services,2020-04-17 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9691,MREQ-31068,31068,2020-04-17 10:22:14,Section 6,Material Requisition,"PPE, Small Tools and Consumables",Not on List,12,,,0,Miscellaneous,2020-04-20 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9692,MREQ-31068,31068,2020-04-17 10:22:14,Section 6,Material Requisition,"PPE, Small Tools and Consumables",Not on List,50,,,0,Miscellaneous,2020-04-20 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9693,MREQ-31072,31072,2020-04-17 13:11:37,Section 4,Material Requisition,Aggregate,Bedding Sand,20,Tonnes,18.5,370,Aggregate,2020-04-21 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9694,MREQ-31075,31075,2020-04-17 13:40:52,Section 4,Material Requisition,Not on List,Not on List,1,day ,225,225,Electrical,2020-04-17 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9695,MREQ-31114,31114,2020-04-20 08:49:34,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9697,MREQ-31115,31115,2020-04-20 09:07:17,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9699,MREQ-31145,31145,2020-04-21 08:45:28,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9701,MREQ-31145,31145,2020-04-21 08:45:28,Section 6,Material Requisition,Not on List,Not on List,1,No,97.75,97.75,Professional Services,2020-04-24 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,PLM6 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9702,MREQ-31145,31145,2020-04-21 08:45:28,Section 6,Material Requisition,Misc,Not on List,52,Ltrs,0.8,41.6,Gas Oil,2020-04-24 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,PLM6 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9703,MREQ-31147,31147,2020-04-21 09:39:39,Section 6,Material Requisition,Misc,Not on List,,,,,,,,,,,,,
9705,MREQ-31149,31149,2020-04-21 12:39:11,Section 4,Material Requisition,Not on List,Not on List,1,Each,221.63,221.63,Flow Control,2020-04-27 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9706,MREQ-31149,31149,2020-04-21 12:39:11,Section 4,Material Requisition,Not on List,Not on List,3,Each,529.05,1587.15,Concrete Drainage,2020-04-27 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9707,MREQ-31149,31149,2020-04-21 12:39:11,Section 4,Material Requisition,Not on List,Not on List,2,Each,384.8,769.6,Concrete Drainage,2020-04-27 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9708,MREQ-31153,31153,2020-04-21 14:08:15,Section 4,Material Requisition,Not on List,Not on List,7,,,0,Plastic Drainage,2020-04-29 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,502 - Chambers & Gullies,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9709,MREQ-31154,31154,2020-04-21 14:29:51,Section 4,Material Requisition,Misc,Not on List,15,No,51.5,772.5,Tanks and Interceptors ,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9710,MREQ-31154,31154,2020-04-21 14:29:51,Section 4,Material Requisition,Misc,Not on List,2,No,12,24,Tanks and Interceptors ,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9711,MREQ-31154,31154,2020-04-21 14:29:51,Section 4,Material Requisition,Not on List,Not on List,1,No,456.83,456.83,Tanks and Interceptors ,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9712,MREQ-31157,31157,2020-04-21 16:06:26,Section 6,Material Requisition,Aggregate,A20 Pipe Bed,200,Tonnes,21.25,4250,Aggregate,2020-04-22 00:00:00,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9713,MREQ-31159,31159,2020-04-21 16:28:10,Core,Material Requisition,Misc,Not on List,,,,,,,,,,,,,
9714,,,,,,,,,,,,,,,,,,,,
9715,,,,,,,,,,,,,,,,,,,,
9717,MREQ-31168,31168,2020-04-22 08:02:50,Section 2,Material Requisition,Aggregate,Type B,260,Tonnes,22.1,5746,Aggregate,2020-04-26 00:00:00,Gate 3 - 1339618 - BN05/06 Buckden Rd Brampton PE19 5UH Brampton,SC2B - Roadworks - A14,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
9718,MREQ-31172,31172,2020-04-22 09:33:52,Test Section,Material Requisition,Geotextile,Terram 1000 4.5m x 100m 1-15 rolls (820795),4,Each,115.78,463.12,Concrete Drainage,2020-04-28 00:00:00,Test Location,Test Section,Test Section,Operational Approval,,,Chris Henry
9719,MREQ-31173,31173,2020-04-22 10:00:06,Core,Material Requisition,"PPE, Small Tools and Consumables",Not on List,1,No,8132.02,8132.02,Laboratory Equipment / Certification,2020-04-22 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
9720,MREQ-31193,31193,2020-04-23 03:12:17,Section 4,Material Requisition,Not on List,Not on List,50,ea,5.7,285,Fixings and Fasteners,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9721,MREQ-31193,31193,2020-04-23 03:12:17,Section 4,Material Requisition,Not on List,Not on List,50,ea,2.84,142,Fixings and Fasteners,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9722,MREQ-31193,31193,2020-04-23 03:12:17,Section 4,Material Requisition,Bagged,Building Sand Bulk Bag (938155),10,Each,34.94,349.4,Builders Merchants (General),2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9723,MREQ-31193,31193,2020-04-23 03:12:17,Section 4,Material Requisition,Bagged,OP Cement; 25kg bag (767201),112,Bags,3.09,346.08,Builders Merchants (General),2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9724,MREQ-31202,31202,2020-04-23 11:41:07,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9726,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,66.7,66.7,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9727,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,38.87,38.87,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9728,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,37.5,37.5,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9729,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,37.5,37.5,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9730,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,36.21,36.21,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9731,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,38.87,38.87,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9732,MREQ-31203,31203,2020-04-23 11:59:10,Section 4,Material Requisition,Not on List,Not on List,1,No,145.26,145.26,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9733,MREQ-31204,31204,2020-04-23 13:11:23,Section 6,Material Requisition,Not on List,Not on List,1,No.,157.5,157.5,Miscellaneous,2020-04-30 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,121 - Phones / Radios / Comms,IMO - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9734,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Ducting,Not on List,720,M,3.2,2304,Plastic Drainage,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9735,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Ducting,Not on List,680,M,7.42,5045.6,Plastic Drainage,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9736,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Misc,Not on List,720,M,0.05,36,Miscellaneous,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9737,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Misc,Not on List,1440,M,0.05,72,Miscellaneous,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9738,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Misc,Not on List,400,M,0.05,20,Miscellaneous,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9739,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Misc,Not on List,420,M,0.05,21,Miscellaneous,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9740,MREQ-31206,31206,2020-04-23 14:25:44,Section 6,Material Requisition,Misc,Not on List,540,M,0.05,27,Miscellaneous,2020-05-01 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9741,MREQ-31212,31212,2020-04-23 17:47:03,Section 4,Material Requisition,Not on List,Not on List,18,Each,20.64,371.52,Plastic Drainage,2020-04-27 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9742,MREQ-31212,31212,2020-04-23 17:47:03,Section 4,Material Requisition,Not on List,Not on List,10,Each,84.83,848.3,Ductile Drainage,2020-04-27 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9743,MREQ-31230,31230,2020-04-24 10:51:24,Core,Material Requisition,Not on List,Not on List,1,,943.48,943.48,Miscellaneous,NaN-NaN-NaN NaN:NaN:NaN,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton (Core),WAOC - Working Areas overhead Costs,110 - Welfare Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
9744,MREQ-31233,31233,2020-04-24 13:13:16,Section 6,Material Requisition,Not on List,Not on List,1,No.,3260,3260,Miscellaneous,2020-04-24 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9745,MREQ-31250,31250,2020-04-24 16:08:33,Core,Material Requisition,Not on List,Not on List,1,no,370,370,Miscellaneous,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),PRLM - Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
9746,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Concrete Flat Top Edging 50x150x915  (805282),500,Each,1.61,805,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9747,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Concrete Kerbs 125x150x914 BN Straight (753034),80,Each,3.25,260,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9748,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Concrete Kerbs 125x255 - 150x125 Sply - BN Drop L/H (898584),2,Each,5.84,11.68,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9749,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Concrete Kerbs 125x255 - 150x125 Sply - BN Drop R/H (899183),2,Each,5.84,11.68,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9750,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Concrete Kerbs 125x150x914 HB Straight (898181),10,Each,3.25,32.5,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9751,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Drop Kerb HB x BN LH (897468),3,Each,5.84,17.52,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9752,MREQ-31270,31270,2020-04-27 12:20:09,Section 3,Material Requisition,Kerbs,Drop Kerb HB x BN RH (897464),3,Each,5.84,17.52,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-28 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9753,MREQ-31271,31271,2020-04-27 12:01:01,Section 6,Material Requisition,Not on List,Not on List,1,number,880,880,Miscellaneous,2020-05-01 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SEC6 - Huntingdon Viaduct works,202 - Demolition,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9754,MREQ-31288,31288,2020-04-28 12:19:39,Section 4,Material Requisition,Not on List,Not on List,1,Each,1848.3,1848.3,Miscellaneous,2020-05-01 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,PLM4 - Site Preliminaries,154 - Traffic Management & Safety,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9755,MREQ-31289,31289,2020-04-28 14:35:25,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
